"year","ADID","CreativeUrl","Currency.Code","Spend","Impressions","StartDate","EndDate","OrganizationName","BillingAddress","CandidateBallotInformation","PayingAdvertiserName","CommitteeName","CommitteeIdentificationNumber","DisclosureNameOfCommittee","AdvertisingJurisdiction","Gender","AgeBracket","CountryCode","Regions..Included.","Regions..Excluded.","Electoral.Districts..Included.","Electoral.Districts..Excluded.","Radius.Targeting..Included.","Radius.Targeting..Excluded.","Metros..Included.","Metros..Excluded.","Postal.Codes..Included.","Postal.Codes..Excluded.","Location.Categories..Included.","Location.Categories..Excluded.","Interests","OsType","Segments","Language","AdvancedDemographics","Targeting.Connection.Type","Targeting.Carrier..ISP.","CreativeProperties","id","text"
2018,"43b6fc767da339e2e8be728d73528a26d277cb5a92c41aafb13141115e47b609","https://www.snap.com/political-ads/asset/f7bfaa29651b696d14f354ee345291f6a81dd393d923a5c4f5610fa0917fa1a7?mediaType=png","USD",29,5461,"2018/10/01 23:10:00Z","2018/10/16 22:02:35Z","Chong and Koster","1707 L St NW Suite 950,Washington,20036,US",NA,"Voter Participation Center",NA,NA,NA,NA,"FEMALE","18+","united states","Minnesota",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Provided by Advertiser","en,es","Marital Status (Single)",NA,NA,"web_view_url:https://register2.rockthevote.com/?partner=101&source=CK-VPC-REG-FB-A02-MN-SWM",92,"REGISTER TO VOTE 1819 1858 L'ETOILE DU NORD 7777777 MINNESOTA 1893 SWIPE TO REGISTER TO VOTE BY 10/16"
2024,"62ca73b78654b9d6de849c44322cf66ecb92f1414303bedd708860f86cf319db","https://www.snap.com/political-ads/asset/7ade4f1b56e84fee11ee495eda1656ea4ce5e3097fc38ea0acbff1d2ec57c57b?mediaType=png","USD",343,41094,"2024/12/17 01:55:31Z",NA,"Choose Life Marketing","US",NA,"Ava Health",NA,NA,NA,NA,"FEMALE","34-","united states",NA,NA,NA,NA,"latitude 45.499748;longitude -122.430977;radius 10.0,latitude 45.520247;longitude -122.674195;radius 10.0,latitude 45.487172;longitude -122.80378;radius 10.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Provided by Advertiser",NA,NA,NA,NA,"web_view_url:https://go.avahealthpdx.com/ultrasounds-sc",7045,"Your health shouldn't have a price tag : Ava We offer free pregnancy resources and support"
2024,"c50a8ca758925fe0b32c7441b8cc9948e019718fd9f237f1e4f5c1b7e0d52aaa","https://www.snap.com/political-ads/asset/e56afd96c8cbebac34a9ed0c039ad005eae2a2253205ee3603395dddf03c7b4f?mediaType=png","USD",8,340,"2024/12/25 11:28:24Z",NA,"Baitulmaal, Inc.","US",NA,"Baitulmaal, Inc.",NA,NA,NA,NA,NA,"20+","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Provided by Advertiser",NA,NA,NA,NA,"web_view_url:https://baitulmaal.org/winter-relief-eoy-2024/?utm_source=snapchat&adid={{ad.id}}",7497,"THI ! baitulmaal THE COLD WON'T WAIT , AND NEITHER CAN WE SEND LIFE - SAVING WINTER KITS GIVE NOW - TAX - DEDUCTIBLE"
2022,"8015ae8eed375010f17c2ead19b0b8e1738c03b10225925825606bdc7bdf074d","https://www.snap.com/political-ads/asset/37f885ed2cddf334554b70bb06fd8ff8465efb300550ea8be4badec053a166df?mediaType=png","USD",19,1337,"2022/11/08 05:00:00Z","2022/11/08 22:00:00Z","Chong and Koster","1707 L St NW Suite 950,Washington,20036,US",NA,"Voter Participation Center",NA,NA,NA,NA,NA,"18+","united states","Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,"web_view_url:https://www.voterparticipation.org/election-day-voting-locations/?utm_source=ED22&utm_medium=Snapchat&utm_campaign=CK-VPC-ED22-SNAP-VPC.B01-MI-MIED-BO-18p-creativedetail1",5221,"E PLURIBUS UNUM TUEBOR SI QUÆRIS PENINSULAM AMCNAM CIRCUM SPICE Election Day is TODAY"
2024,"dfcd936f293a028b256d91e4c19db0819674bc04c9b851a96e012193318a72e8","https://www.snap.com/political-ads/asset/30904bba26bb5af77b2d444cade410d57808021288c2c05a62e20c987b0c00a3?mediaType=png","USD",47,4573,"2024/04/01 14:00:07Z",NA,"Mercy USA","US",NA,"Mercy-USA",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Provided by Advertiser","en",NA,NA,NA,"web_view_url:https://mercyusa.org/gaza-ramadan-campaign/?utm_source=Snapchat&utm_campaign={{campaign.name}}&utm_content={{creative.name}}",7116,"Mercy - USA Mercy - USA for Aid and Development Can You Hear RAMADAN'S CALL FOR MERCY ? NIKE ACT NOW FOR GAZA ! SEND AID TO PALESTINIANS SUFFERING THIS RAMADAN DONATE TO MERCY - USA"
2022,"505a7a9a38d1f3b7584d1863aaa2d6518ba330b381a143d88e03c2bec3a86dc2","https://www.snap.com/political-ads/asset/b3d03fe6aea7394b22513a31ba85e9685294fde6221ee89b358b8636f2082a3c?mediaType=png","USD",2219,545222,"2022/09/12 00:01:07Z","2022/10/16 03:59:59Z","Chong and Koster","1640 Rhode Island Ave. NW, Suite 600,Washington,20036,US",NA,"PPFA",NA,NA,NA,NA,"FEMALE","18-35","united states",NA,NA,NA,NA,NA,NA,"Orlando - Daytona Beach - Melbourne,Tampa - St. Petersburg (sarasota),Ft. Myers - Naples",NA,NA,NA,NA,NA,"Hip-Hop Music Fans,Soul & R&B Fans",NA,"Provided by Advertiser","en",NA,NA,NA,"web_view_url:https://www.plannedparenthood.org/get-care/our-services?utm_source=Snapchat&utm_medium=Snap&utm_campaign=CK.PPFA.ReassuranceFall22.SC.Eng.BLK.FL.FE.18_35.Snap.Static.YourBody",4856,"Planned Parenthood believes YOUR BODY IS YOUR OWN . LEARN MORE Թ ה"
2022,"51e5501994381764c1e73c8e5810577b43000c6009d1db42b75c92d1e56beb6f","https://www.snap.com/political-ads/asset/6bd402c2242ac73ca461a5d01e9a4e0d5eacb06f35e3e0ff58e1c04e0356bb0b?mediaType=png","USD",5570,793095,"2022/09/12 23:00:00Z","2022/09/29 04:59:00Z","Gambit Strategies","2939 Van Ness St NW #1006,Washington,20008,US",NA,"Priorities USA",NA,NA,NA,NA,NA,"18-49","united states",NA,NA,NA,NA,NA,NA,NA,NA,"85714,85706,85713,85256,85746,85040,85339,85353,85009,85042,85031,85034,85621,85745,85006,85350,85019,85037,85719,85648,85701,85008,85264,85003,86001,85004,85013,85303,85015,85007,85281,85283,85012,85014,85392,85301,85017,85282,85305,85016,85634,85051,85307,85640,85735,85225,85021,85226,85624,85302,85210,85224,85201,85364,85020,85710,85044,85718,85338,85284,85378,85645,85018,85321,85286,85048,85204,85741,85629,85715,85257,85251,85326,85750,85233,85742,85032,85747,85022,85304,85736,85295,85250,85024,85054,85743,85379,85296,85028,85249,85027,85306,85708,85297,85260,85234,85050,85253,85737,85388,85206,85347,85259,85258,85365,85333,85308,85212,85254,85396,85209,85298,85653,85749,85208,85755,85205,85641,85658,85083,85355,85533,85310,85207,85387,85383,85215,85322,85361,85331,85086,85613,85637,85367,85087,85540,85611,85342","85041,85757,85043,85035,85756,85033,85323,86047,85716,85711,85705,85712,85335,86005,85202,86004,85029,85730,85345,85704,85603,85340,86015,85363,85138,85748,85137,85395,85023,85045,86025,85053,85203,85381,85085,85382,85623,85213,85142,85255,85546,85354,85132,85356,85120,85351,85622,85606,86024,85602,86022,86403,85543,86315,85901,86441,85630,85390,86444,85534,85309",NA,NA,NA,NA,"Provided by Advertiser",NA,NA,NA,NA,"web_view_url:https://www.planmyballot.com/?utm_source=pusa&utm_medium=az-mobz18to49-zips-snap&utm_campaign=vbmplan&utm_term=alltiers&utm_content=azvotesbymail",5935,"Millions of voters all across ARIZONA are voting by mail this November . い JOIN THEM PAID FOR BY PRIORITIES USA ."
2024,"9ea6543c2b10dc7f53815cafd01829f9df519d035ef498ab330d5ba582d8ec26","https://www.snap.com/political-ads/asset/cf57dd91f94f962aec8954c0752a347568e39a9ebbff95b8f58e4a802437e42a?mediaType=png","USD",13,1143,"2024/08/28 04:00:04Z","2024/11/06 01:59:00Z","Voter Formation Project","712 H St NE PMB 41,Washington,20002,US",NA,"Voter Formation Project",NA,NA,NA,NA,NA,"18+","united states","Arizona","Alabama,Alaska,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chat Fiction Enthusiasts,Crypto Enthusiasts,Console Gamers,PC Gamers,Money Minders,Parents & Family-Focused,Online Shoppers,Soccer Enthusiasts",NA,NA,"en",NA,NA,NA,"web_view_url:https://mobilize.howtovote.guide?utm_source=snap&utm_brand=htv&utm_medium=paid-cnv&utm_campaign=24mb-go-p1-if&utm_term=az-l-en-vlalint&utm_content=VFPKV6SSSD8",6885,"Don't wait - make a plan to vote now Vote today , November 5th howtovote PAID FOR BY VOTER FORMATION PROJECT"
2025,"034b9cf9ddfad485dc0f037ed1c25f5e4f165078a93ea50b2adc362c46685be0","https://www.snap.com/political-ads/asset/90890b65fdb18c0782c248f31f00defc87a7d11c281b84c10556409c38c43678?mediaType=png","USD",1,141,"2025/08/25 07:35:21Z",NA,"Human Concern US","US",NA,"Human Concern US Self Service",NA,NA,NA,NA,NA,"21+","united states","Texas,California,Washington",NA,NA,NA,NA,NA,"Chicago,Austin,Dallas - Ft. Worth,Houston,San Antonio",NA,NA,NA,NA,NA,NA,NA,"Provided by Advertiser",NA,NA,NA,NA,"web_view_url:https://humanconcernusa.org/pakistan-flood-relief/#?utm_source=snapchat&adid={{ad.id}}",8801,"BRIC * HUMAN CONCERN USA بلال موبائل زون موبائل کی خرید و فروخت کا با اعتماد مرکز ان سلطانی روم اینڈ ملک بلال پاچا بازار پیر بابا بونیر سلطانی روم : 0912822-0343 ریاض : 9334232-0341 FLOODS IN PAKISTAN DISPLACED THOUSANDS $ 100 DRY RATION FEEDS A FAMILY FOR A MONTH GIVE NOW"
2024,"2f24688191f15f174875d36f2901319f6a25b733558dd7006ceda1799ee26048","https://www.snap.com/political-ads/asset/900abe0fdfbc7407740659882ec8b7457bcc92b1ec952758a8859f76aa8d2df9?mediaType=png","USD",10,127,"2024/08/28 04:00:04Z","2024/11/06 01:59:00Z","Voter Formation Project","712 H St NE PMB 41,Washington,20002,US",NA,"Voter Formation Project",NA,NA,NA,NA,NA,"18+","united states","Arizona","Alabama,Alaska,Arkansas,California,Colorado,Wyoming,Wisconsin,West Virginia,Washington,Virginia,Vermont,Utah,Texas,Tennessee,South Dakota,South Carolina,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"es",NA,NA,NA,"web_view_url:https://mobilize-es.voterformationproject.org?utm_source=snap&utm_brand=vfp&utm_medium=paid-cnv&utm_campaign=24mb-go-p1-ei&utm_term=az-l-es-v&utm_content=VFPJW5N2YCU",6666,"PAID FOR BY VOTER FORMATION PROJECT EL MUNDO PUEDE CAMBIAR , SI NOS INVOLUCRAMOS Y HACEMOS QUE NUESTRA VOZ SE ESCUCHE HOY . VOTA MAÑANA , 5 DE NOVIEMBRE OTER FORMATION project"
2022,"831a93ae28058de07d2db63ba8fe7c6631f39d03296af736fcf9dd42abd221b0","https://www.snap.com/political-ads/asset/8254fa6688b3998a8cd3d8bae41c9fea1722a8f0609f880048b0716dbec6fa0e?mediaType=png","USD",161,45494,"2022/08/02 04:00:09Z","2022/11/01 03:59:00Z","Wavelength Strategy","US","Michael Bennet","Bennet For Colorado",NA,NA,NA,NA,NA,"18+","united states","Colorado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Advocates & Activists,Investors & Entrepreneurs,Money Minders,Business News Watchers,Political News Watchers,Women's Lifestyle,Wellness & Healthy Lifestyle,Philanthropists,Latin Music Fans,World Music Fans,Baseball Fans,Soccer Enthusiasts",NA,"Provided by Advertiser",NA,NA,NA,NA,"web_view_url:https://michaelbennet.com/?utm_source=snap&utm_medium=pm",5279,"MICHAEL BENNET WORKED WITH THE VA to make sure we can access our benefits "" Jerry Veteran , Trinidad , Co BENNET FOR COLORADO PAID FOR BY BENNET FOR COLORADO"
2022,"e2e4682a5924cae4bf0528b28d5f2802d8b78c179ba68ce32364c40e78b71f74","https://www.snap.com/political-ads/asset/88183449b4a70a9cff825266d0147818f4b71da53b1ae9bd63dcaa4caadca2de?mediaType=png","USD",46,3484,"2022/10/20 11:24:22Z","2022/10/28 04:59:00Z","Progress North","PO Box 1513,Superior,54880,US",NA,"TAKEACTION MN EDUCATION FUND",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,"54806,54546,54514,54527,54855,54517,54846,54850,54861,54891,54847,54856,54814,54821,54832,54827,54844,54865,54839,54816,54880,54874,54873,54849,54838,54854,54864,54836,54820,54842,54890,54552,54555,54459,54556,54513,54537,54515,54524,54840,54837,54830,54893,54872,54813,54845,54534,54547,54559,54550,54525,54565,54536,54801,54871,54817,54870,54859,54888,54875",NA,NA,NA,"Advocates & Activists,Collegiates,Green Living Enthusiasts,Hipsters & Trendsetters,Political News Watchers,Outdoor & Nature Enthusiasts,Parents & Family-Focused,Women's Lifestyle",NA,"Provided by Advertiser",NA,NA,NA,NA,"web_view_url:https://progressnorth.org/endorsed",4720,"KELLY WESTLUND FOR WISCONSIN PROTECTING OUR FREEDOMS STATE SENATE TO EARN A FAIR WAGE TO BREATHE CLEAN AIR TO RETIRE WITH DIGNITY TO LOVE WHO WE LOVE TO ACCESS HEALTHCARE TO THRIVE TO CHOOSE OUR OWN FUTURE TO VOTE 201 the right choice This independent expenditure prepared and paid for by TakeAction Political Fund , 705 Raymond Avenue # 100 , St. Paul , MN 55114 , and not authorized by any candidate or candidate's committee ."
2024,"369e485b068b26b031014ee17a783f8c2eb23a88eec4f1fce1a8239eea3e100c","https://www.snap.com/political-ads/asset/817441a9ef9882055df34c970e448663a8a8720c1f5603b7124273f870a7e978?mediaType=png","USD",1069,101423,"2024/05/24 10:50:16Z",NA,"MedGlobal","US",NA,"MedGlobal",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Provided by Advertiser",NA,NA,NA,NA,"web_view_url:https://medglobal.org/gaza/?utm_source=snapchat&adid={{ad.id}}",7603,"MedGlobal 0300 MedGlobal MEDGLOBAL INSIDE GAZA SEND URGENT AID TODAY"
2020,"ebdad234f7d4de56494be667b16df5d3551ff8cc55abad8f19f580149c43c5f5","https://www.snap.com/political-ads/asset/ab0c1aac3ca52ac67238051a2a7db49bd23b7eac8c6c482c028bec21090a15f8?mediaType=png","USD",9,1870,"2020/10/18 13:00:57Z","2020/10/20 13:00:00Z","Wild Montana Action","US",NA,"Wild Montana Action Fund",NA,NA,NA,NA,NA,"18-40","united states",NA,NA,NA,NA,NA,NA,NA,NA,"59086,59741,59714,59752,59716,59715,59718,59717,59758,59719,59760,59730,59801,59802,59803,59804,59806,59807,59808,59812,59823,59825,59826,59834,59846,59847,59851,59868",NA,NA,NA,NA,NA,"Provided by Advertiser",NA,NA,NA,NA,"web_view_url:https://www.voteinmt.org",957,"Credo Our public lands belong to ALL of us . What else can you say that about ? That's why voting for public lands is so important this election . Learn how to vote for public lands on November 3 ."
2025,"a6477398277b40e50cbfa58bbed2e392f6811e3b093d596d6b68855dec40f57e","https://www.snap.com/political-ads/asset/0c63133b1504ea9622c35084ae996f5129c3495002f482c0b208979f80ec2a0c?mediaType=png","USD",6,536,"2025/03/24 13:33:49Z",NA,"Aghosh Alkhidmat USA","US",NA,"Aghosh Alkhidmat USA Self Servic",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Philanthropists",NA,"Provided by Advertiser",NA,NA,NA,NA,"web_view_url:https://aghosh.us/ramadan-ltn-2025/?utm_source=Snapchat&utm_medium=paid-social&utm_campaign=LTN_2025_{{campaign.name}}&utm_content={{ad.id}}",8283,"MLCHOMAT AGHOSH لخدم ALKHIDMAT USA EVERY DROP OF CLEAN WATER IS A GIFT GIVE ZAKAT / SADAQAH"
2022,"19c8acf2bbdca0438abadbd39ef26005e94c103368e5bd0a4ab894bf3ee315c5","https://www.snap.com/political-ads/asset/9151e82c2835fccd45baaaddef22f968873a00029cd3516b4dff67d600845f69?mediaType=png","USD",23,2787,"2022/10/21 22:00:00Z","2022/11/08 23:00:00Z","BCom Solutions","919 Central Ave,Auburn,68305,US","Preserve the Good Life","Preserve the Good Life",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"web_view_url:https://preservethegoodlife.com/ptgl_repro_ld36/",5309,"MY BODY MY CHOICE ! NO JUSTICE AND TH ANNED RENT OOD DO YOU SUPPORT Women's Reproductive Health Care ? YES ! PAID FOR BY PRESERVE THE GOOD LIFE"
2020,"829bed269d649f0e45c0c4ed548959b200b19ac405c5f268b07eb571638f21cb","https://www.snap.com/political-ads/asset/19109e6be816f60f72d9f3cc62ca51fa917a3fe72087dcfbb05323e2dc0f46ca?mediaType=png","USD",949,452158,"2020/04/17 19:29:01Z","2020/04/22 07:00:00Z","Future Coalition","US","Earth Day Live 2020","Future Coalition",NA,NA,NA,NA,NA,"18-25","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adventure Seekers,Advocates & Activists,Beachgoers & Surfers,Bookworms & Avid Readers,Chat Fiction Enthusiasts,Clubbers & Party People,Collegiates,Comics & Animation Fans,Fashion & Style Gurus,Indie & Foreign Film Fans,Reality TV Fans,Teen & Young Adult Genre Fans,Fun Trivia & Quiz Fanatics,Gamers,Green Living Enthusiasts,Hipsters & Trendsetters,Math & Science Enthusiasts,Meme Watchers,Men's Lifestyle,Music Fans,Outdoor & Nature Enthusiasts,Pet & Animal Lovers,Photographers,Social Drinkers,Techies & Gadget Fans,Travel Enthusiasts,Wellness & Healthy Lifestyle",NA,"Provided by Advertiser",NA,NA,NA,NA,"web_view_url:https://www.earthdaylive2020.org/rsvp/?utm_source=snapchat&utm_medium=paid_social&utm_campaign=pre-during&tracking=paid_social",1937,"EARTH DAYC LIVE APRIL 22-24 . A 3 - day livestream for humanity , community , and the planet JOIN US"
2021,"1add8b97e393edac97a5e279252cfd5945a39243d61fb04872ea3cefd7484c5f","https://www.snap.com/political-ads/asset/60bcce30cb88be169cffeb952329e05e34c8b26db2aaef3bb615d48d8f826b5c?mediaType=png","USD",2,181,"2021/02/24 23:46:18Z",NA,"Chong and Koster","1640 Rhode Island Ave. NW, Suite 600,Washington,20036,US",NA,"NARAL Pro-Choice America",NA,NA,NA,NA,"FEMALE","18-35","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"en",NA,NA,NA,"web_view_url:https://secure.ngpvan.com/IJVxNl0OEUuH9qb0R1_H5A2?ms=CK.NAR.FY21.SC.Momnibus.A01.Prosp.BETinterest.FE.18-35.P07",4445,"Tell your representative : end racial disparities in maternal health and mortality ! NARAL PRO - CHOICE AMERICA Swipe Up to Sign Our Petition ^"
2020,"5cec4d6d766be869545aa9d7e82011123327c646069f2d6c8ebdce032cf36753","https://www.snap.com/political-ads/asset/fcdde8cc12958498f870ddd7a67954a5d3435485ac3bc0734a20eff5f6c4e395?mediaType=png","USD",66,4124,"2020/10/17 19:07:26Z","2020/11/03 22:00:00Z","Assemble The Agency","1001 Connecticut Ave NW Suite 350,Washington,20036,US",NA,"Future Majority",NA,NA,NA,NA,NA,"18-29","united states","New Hampshire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"deep_link_uri:snapchat://games/launch?app_id=7b5157c1-2215-421c-a56a-c1ed4d66bf0e,deep_link_android_app:https://play.google.com/store/apps/details?id=com.snapchat.android,deep_link_ios_app:https://apps.apple.com/app/id447188370",2873,"Paid for by Future Majority , Inc. www.futuremajority.org . ELECTION DAY IS TODAY FIND YOUR POLLING PLACE"
2022,"976f768f5033efb28ee40ee1dbcf1bc4a6618710ad4b39239daf34eb4dd610d5","https://www.snap.com/political-ads/asset/8ac62d04f59a03d15e50dc48ed339bc712199efc4bc45b3927e27cb53c8bd220?mediaType=png","USD",9,1472,"2022/10/21 22:00:00Z","2022/11/08 23:00:00Z","BCom Solutions","919 Central Ave,Auburn,68305,US","Preserve the Good Life","Preserve the Good Life",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"web_view_url:https://preservethegoodlife.com/ptgl_schools_ld31/",4896,"DO YOU SUPPORT Defending our Public Schools ? YES ! PAID FOR BY PRESERVE THE GOOD LIFE"
2020,"426492a4078a11f8911d2883fcde1c7098aba3871e3c453c25288a77c3435916","https://www.snap.com/political-ads/asset/914bb7adb9dd9533f675a3ef0ca7e116b3270887f3636b97967df10bba9b7a99?mediaType=png","USD",136,59955,"2020/05/08 17:43:56Z","2020/07/01 03:59:59Z","Lockwood Strategy","1140 3rd St. NW,Washington,20002,US",NA,"PACRONYM",NA,NA,NA,NA,NA,"18+","united states","Wisconsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"web_view_url:https://www.trumpcoronavirusplan.com/?utm_source=snap&utm_medium=paid-awr&utm_campaign=fie&utm_term=wi-lk1854-v&utm_content=40359C54",1901,"WHEN CORONAVIRUS SPREAD TRUMP BAILED OUT MILLIONAIRES & BIG CORPORATIONS NYT 4/24/20 A wwwwww PAID FOR BY PACRONYM , PACRONYM.ORG . NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE ."
2025,"12f34e82ead9428d773750eb8b112f48d0493b657217c1fa5b625d6a95a696dc","https://www.snap.com/political-ads/asset/be3edda5368c37ab1d359ade8e04649fb8565c0d7a76af9f133e43a4b2bf9376?mediaType=png","USD",544,50209,"2025/10/28 15:28:29Z","2025/11/05 07:59:00Z","Working America","US","Minneapolis Parks Board","Working America",NA,NA,NA,NA,NA,"18+","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9171,"G CA WORKING AMERICA AFL - CIO TOM OLSEN for Minneapolis Park Board He stands for the park workers who serve our communities every day . VOTE BY MAIL , VOTE EARLY , OR VOTE ON NOVEMBER 4TH Paid for by Working America Minnesota Political Committee , www.workingamerica.org , as an independent expenditure . Not approved by any candidate or committee . We love our Mpls parks and know they can BY keep getting better . Tom Olsen is ready to R __keep keep improving them for everyone . TE ON NOVEMBER 4 America Minnesota Political Committee , www.workingamerica.org , as an indep Not approved by any candidate or committee ."
2020,"f6878c2eedab3583d7c9d477abf64584a8c3e39b25ccb222e4a49ad862f1916e","https://www.snap.com/political-ads/asset/e233142946dae64c4526548af790ac2e27ebb9a83f49db0bdd1d74682ee33965?mediaType=png","USD",2,324,"2020/08/14 20:43:10Z","2020/09/01 03:59:59Z","Biden Victory Fund","430 South Capitol Street SE,Washington,20003,US","Biden Victory Fund","Biden Victory Fund",NA,NA,NA,NA,NA,"20+","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"web_view_url:https://go.joebiden.com/page/s/bvf2020-snapkamala-petition-ea-snap/?source=omvf_snap_20200814kamalamakinghistory_ea_{{adSet.name}}_{{creative.name}}&refcode=omvf_snap_20200814kamalamakinghistory_ea_{{adSet.name}}_{{creative.name}}&utm_medium=omvf",1919,"JOEBIDEN.COM/VICTORY SHE WILL BE THE First WOMAN VP ! KAMALA is MAKING HISTORY WILL YOU JOIN HER ?"
2025,"f30b81646c4f0cf0ef8a57129a7471642a2e3fa9a4e9af93b6df05c54995bea4","https://www.snap.com/political-ads/asset/0258e7b7ddd3bb06fb40b00fdfffd1aba0e75811b2d9dd06664eeb2965a6b530?mediaType=png","USD",401,16945,"2025/12/01 06:00:00Z","2026/01/01 04:59:59Z","Precision Reach","US",NA,"Invest In Our Lands, LLC",NA,NA,NA,NA,NA,NA,"united states","Kansas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"web_view_url:https://investinourland.org/farmer-network/?utm_source=Farm%20Journal&utm_medium=Snapchat&utm_campaign=IIOL",9077,"It's time Washington hears from American farmers . AMERICAN FARMERS FOR CONSERVATION BY INVEST IN OUR LAND"
2020,"c8ba5d69034719f9c8aef894d6e9980f6a1272265c2b655f37c20e25e5e3ecf9","https://www.snap.com/political-ads/asset/eff35d32ad47e56d12c29113d235d7a63bbb40cf58a733584daec35c3c964f11?mediaType=png","USD",1,1123,"2020/02/20 08:01:13Z",NA,"D-Squared Commerce, LLC","US",NA,"D-Squared Commerce, LLC",NA,NA,NA,NA,NA,"35-","united states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"web_view_url:https://prezzyflipflops.com/?utm_source=snapchat&utm_medium=cpc&utm_campaign={{campaign.name}}&utm_term={{adSet.name}}&utm_content=static-so-v2",3327,"PREZZY FLIP FLOPS www.prezzyflipflops.com SOURCES EDITION geschlagen geben : was für diver inser Wiener Blut - zu viel Fremdes tut niemandem gut st ja nicht nur sowohl pperterals auch holpriger . es selbst FPO - Feinspitze e ich für möglich gehalten ten , der Spruch schließt endrein inhaltlich alle en zitierten Vorschläge si in sich ein . hapeau ! e Wiener SPO ab genstratee f dauf einen Versor pandieren expandieren eröffnen w das Ca- Euro sind flei- frage im parkas liste Best gen L fac D Donald J. Trump @realDonaldTrump Follow Remember , don't believe "" sources said "" by the VERY dishonest media . If they don't name the sources , the sources don't exist . 5:50 AM - 30 Sep 2016 uns Donald J. Trump @realDonaldTrump Follow An ' extremely credible source ' has called my office and told me that @Barack Obama's birth certificate is a fraud . 1:23 PM - 6 Aug 2012 rhinde cher Ver elt . man volle , ührer möcht ung veil sic an fhr"
