year,ADID,CreativeUrl,Currency.Code,Spend,Impressions,StartDate,EndDate,OrganizationName,BillingAddress,CandidateBallotInformation,PayingAdvertiserName,CommitteeName,CommitteeIdentificationNumber,DisclosureNameOfCommittee,AdvertisingJurisdiction,Gender,AgeBracket,CountryCode,Regions..Included.,Regions..Excluded.,Electoral.Districts..Included.,Electoral.Districts..Excluded.,Radius.Targeting..Included.,Radius.Targeting..Excluded.,Metros..Included.,Metros..Excluded.,Postal.Codes..Included.,Postal.Codes..Excluded.,Location.Categories..Included.,Location.Categories..Excluded.,Interests,OsType,Segments,Language,AdvancedDemographics,Targeting.Connection.Type,Targeting.Carrier..ISP.,CreativeProperties,id,text
2021,945e723ed66231178ab7c617245268cc52daf00511ef38b912a8e72b209c5d10,https://www.snap.com/political-ads/asset/8b2a68ae8cc15231cd76e98e557e9b61e1b3af8f13f5ecc7f7d22882f0395d16?mediaType=png,USD,1781,548869,2020/12/16 18:18:00Z,2021/02/16 04:59:59Z,Bully Pulpit Interactive,"1445 New York Ave NW,Washington,20005,US",,American Civil Liberties Union,,,,,,18+,united states,,,,,,,,,,,,,Political News Watchers,,,en,,,,web_view_url:https://action.aclu.org/signup/pm-protect-womens-rights?&utm_medium=pm&utm_source=snap&utm_campaign=nat-dig-pm-lb-bpi&utm_content=snap-social-gender-news_womensrights_01082021&utm_term=&initms_aff=nat&initms_chan=pm&initms=nat-dig-pm-lb-bpi-snap-social-gender-news_womensrights_01082021&ms_aff=nat&ms_chan=pm&ms=nat-dig-pm-lb-bpi-snap-social-gender-news_womensrights_01082021,3544,HELP PROTECT WOMEN'S RIGHTS TODAY ADD YOUR NAME
2020,7a8a94db3aee358dbaf7cbf6e5fde9ae1361d7de2586c171251bb7dd43a322bc,https://www.snap.com/political-ads/asset/7482904d15dd3ac68d150002d49528adbc73fd69f7a82de5d573b9a4185767b6?mediaType=png,USD,132,79609,2020/10/21 21:12:30Z,2020/10/25 04:59:59Z,Democrats.com,US,Prochoice Democrats,Democrats.com,,,,,,,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://www.voteprochoice.us/voter-guide?utm_source=snapchat_madeiteast,2796,Finding progressive candidates shouldn't be hard . We made it easy . From judges to DAs to school board - we've got you covered . Swipe up to see our recs in every race on * your * ballot : www.vpc.guide ✓
2020,1287029ef19b70fa0e671768d908a243045aca1f34a1fc4be67e4cf2ba7d554d,https://www.snap.com/political-ads/asset/0b73163fc246c9abc480bf2f1b3d9914455b405ff9a4fa47c388f782fec32eb7?mediaType=png,USD,129,31354,2020/10/22 05:00:00Z,2020/11/03 05:59:59Z,Bully Pulpit Interactive,"1445 New York Ave NW,Washington,20005,US",Democratic National Committee,Democratic National Committee,,,,,,18+,united states,,,,,latitude 33.4802265;longitude -112.3432675;radius 5.0,,,,,,,,,,Provided by Advertiser,,,,,,748,"VOTE EARLY VOTE BLUE Vote For Our Future ARIZONA I'm an Early Voter ! *** 20 MILLION BALLOTS CAST AND COUNTING VOTE BLUE 2020 ! WE HAVE THE POWER PAID FOR BY THE DEMOCRATIC NATIONAL COMMITTEE , DEMOCRATS.ORG . NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE ."
2021,7fb5718bf56e2380f79a6a1af11276989cbad71f3aac81567ed0d0fe7b982aba,https://www.snap.com/political-ads/asset/aa7b817c24bb702bbb4a5c9c11a99ba45d7906ce393616bc40c1cabe7483f837?mediaType=png,USD,138,10071,2021/01/28 19:23:31Z,,Chong and Koster,"1640 Rhode Island Ave. NW, Suite 600,Washington,20036,US",,NARAL Pro-Choice America,,,,,FEMALE,18-35,united states,,,,,,,,,,,,,,,,en,,,,web_view_url:https://secure.ngpvan.com/Utm172vG7UC-KR9cca493A2?ms=CK.NAR.ACQ21.SC.BidenDemands.DonorLKL.P05,4242,Tell The Biden - Harris Administration to Advance Reproductive Freedom ADD YOUR NAME NARAL PRO - CHOICE AMERICA
2020,154d1c2cbf21e89434b9a4709e50fb82b7a59aa59b8c8795915238efde37281e,https://www.snap.com/political-ads/asset/ba7346cdc925955da929e38fdfd923667c6ebb049daa16d5312d5999d5a72748?mediaType=png,USD,1641,215742,2020/10/17 19:07:26Z,2020/11/03 22:00:00Z,Assemble The Agency,"1001 Connecticut Ave NW Suite 350,Washington,20036,US",,Future Majority,,,,,,18-29,united states,Michigan,,,,,,,,,,,,,,,,,,,"deep_link_uri:snapchat://games/launch?app_id=7b5157c1-2215-421c-a56a-c1ed4d66bf0e,deep_link_android_app:https://play.google.com/store/apps/details?id=com.snapchat.android,deep_link_ios_app:https://apps.apple.com/app/id447188370",3186,"Paid for by Future Majority , Inc. www.futuremajority.org . MICHIGAN : LET'S VOTE ! FIND OUT HOW"
2020,2e27b1f1f95c0428f309fa1c83d1af1718e23cee432ad69e07fff4a6e5b3e74b,https://www.snap.com/political-ads/asset/ccb874445a44a642f204a6a14e86f15199a28ce1884165cae3a8eab827d1413c?mediaType=png,USD,126,32954,2020/10/27 18:00:00Z,2020/11/04 07:59:59Z,League of Women Voters of California,US,,League of Women Voters of CA,,,,,,18-24,united states,,,,,latitude 36.810335;longitude -119.745164;radius 30.0,,,,,,,,"Advocates & Activists,Collegiates,Hip-Hop Music Fans",,Provided by Advertiser,"en,es",,,,,2376,VOTING VIBE CHECK WE VOTING · BLM ELECT JUSTICE
2019,c96935c283769cd82ef2a0eb851f5397c57c329712c755ae10e56f56371900d6,https://www.snap.com/political-ads/asset/a5a488a6d04cb3fde96ebd7075983e69c22a83859e57d34580121e19d6a91c38?mediaType=png,USD,777,286812,2019/11/19 17:10:56Z,2020/02/08 04:59:59Z,OpAD Media,"275 Madison Avenue, Suite 2200,New York ,10016,US",,NY State of Health,,,,,,18-34,united states,New York,,,,,,,,,,,,,,Provided by Advertiser,en,,,,web_view_url:https://nystateofhealth.ny.gov/?utm_medium=EN_18-34_LH_REACH_ALL&utm_source=Snapchat&utm_campaign=OpenEnrollment2020,322,OPEN ENROLLMENT IS HERE ! ENROLL TODAY ! 1-855-355-5777 nystateofhealth The Official Health Plan Marketplace
2019,4f0387618430dee6298a06c512d7953f48df2cae4eccdedde9a1008bba732b1e,https://www.snap.com/political-ads/asset/a7b732f5fc0d6dab134aaa96808a3f1f9be384b2209250364705251bd155ce0c?mediaType=png,USD,613,278824,2019/11/19 17:10:56Z,2020/02/08 04:59:59Z,OpAD Media,"275 Madison Avenue, Suite 2200,New York ,10016,US",,NY State of Health,,,,,,18-34,united states,New York,,,,,,,,,,,,,,Provided by Advertiser,en,,,,web_view_url:https://nystateofhealth.ny.gov/?utm_medium=EN_18-34_LH_REACH_ALL&utm_source=Snapchat&utm_campaign=OpenEnrollment2020,587,Find out what providers participate in your health plan by using the NYS Provider & Health Plan Look - Up Tool . OPEN ENROLLMENT TIP 0 = #NYSOHTips nystateofhealth The Official Health Plan Marketplace
2019,d7fcaf8803d779bb81749b511151fdd2afd5cd6b4573e0a4e350c8dacac1f671,https://www.snap.com/political-ads/asset/6dd929993fb39625055c2c11966006114a025775252ea1bcc99ef54b72f03b0b?mediaType=png,USD,42,12400,2019/10/29 18:50:29Z,,UnRestrict Minnesota,"200 University Ave W #200,St. Paul,55103,US",,UnRestrict Minnesota,,,,,,18+,united states,,,,,latitude 44.9536175;longitude -93.10301799999999;radius 1.0,,,,,,,,,,Provided by Advertiser,,,,,,544,UNRESTRICT MY BODY . UNRESTRICT MINNESOTA Paid for by UnRestrict Minnesota
2022,9cad7b51376b2dd90566f537c2534eaad16d528156002c90349834cbc4b6b973,https://www.snap.com/political-ads/asset/06ead2e16e2a46545999ddaca1ac323de07eb3e6310b6c0e5adb358114db15dc?mediaType=png,USD,38,3207,2022/10/11 14:00:07Z,2022/11/08 21:00:00Z,AL Media,"222 W Ontario, Suite 600,,Chicago,60654,US",One Georgia,"One Georgia, Inc.",,,,,,18+,united states,Georgia,,,,,,,,,,,,,,,,,,,web_view_url:https://staceyabrams.com/voting/,5429,"STACEY ABRAM GOVERNOR STACE WE MADE A CHECKLIST FOR YOU TO VOTE EARLY TODAY : ABRAMS KVERNOR STACEY ABRAMS ARGI HOTE Valid ID STOTE АТГ YOTE VOTE EARLY STACEY ACEY RAMS VERNOR Water Snack Yourself ! YOU CAN'T BRING WATER AND SNACKS FOR OTHERS , BUT YOU CAN FOR YOURSELF . Paid for by One Georgia Inc. QUESTIONS ABOUT VOTING ? Text or call the Georgia Voter Protection Hotline at 888-730-5816 ."
2020,0b0c75a474fa2f5798d0110c42af5b63b87ddce0f8b1556dace91d15a8778302,https://www.snap.com/political-ads/asset/41ca1596bdabae87ca6fbac507792571bd980227ebb709b3002b99ad27710890?mediaType=png,USD,137,25957,2020/11/03 06:00:00Z,2020/11/04 02:00:00Z,UW-Madison Division of Continuing Studies,"21 N Park St., 7th Floor,Madison,53715,US",,UW-Madison,,,,,,18-24,united states,,,,,,,Madison,,,,,,Collegiates,,Provided by Advertiser,,,,,web_view_url:https://vote.wisc.edu/,709,#BADGERS - *** VETE ference Section 46 Return your completed absentee ballot to your polling place by 8 PM today ! ABSENTEE BALLOT TION / CERTIFICATION elector who mails or personally delive n is not permitted to vote in person at
2020,a2e07873e7d79e1e197cbab8af5420ad633373c5bdf6358f218e59cd162a90c1,https://www.snap.com/political-ads/asset/533020297573ccac17ed48ff2edd8e77911ff10d068ae1206a6147c8f1e468d4?mediaType=png,USD,4,2408,2020/01/20 18:15:47Z,,RxB Marketing Agency,"4850 Libby Court,North Port,34287,US",,Unicorn Wealth,,,,,,21+,united states,,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://www.gu-ecom.com/J687RSN/2175MQG/,2234,""" Try To Impeach This "" Trump Coin DONALD TRUMP TH Try to impeach this . PRESIDENT [ Limited Edition ] 2020 Trump Coin ! SWIPE UP NOW Get Yours While Quantities Last !! で Only $ 19.99 Only $ 19.99"
2020,41fdf0652b7dcd73fdf4e1a0697f06fa19113ec3bcea7184783bd2cee1af3c0f,https://www.snap.com/political-ads/asset/25f0ddab9cdc2cea5384575f89a848c1ef482bda1e8e1da289bd83fcb7e52f15?mediaType=png,USD,235,130597,2020/08/12 18:00:00Z,2020/09/01 03:59:00Z,The New Media Firm,"1730 Rhode Island Ave, NW Ste 213,Washington,20036,US",Michigan Voting,Engage Michigan,,,,,,16+,united states,,,,,,,,,"49548,49546,49544,49534,49525,49519,49512,49509,49508,49507,49506,49505,49504,49503,49418,49403,49348,49347,49345,49343,49341,49333,49331,49330,49327,49326,49325,49321,49319,49318,49316,49315,49306,49302,49301,49287,49285,49284,49276,49270,49267,49264,49252,49251,49245,49240,49238,49237,49236,49229,49224,49097,49094,49092,49088,49087,49083,49080,49078,49076,49074,49071,49068,49060,49053,49052,49051,49048,49037,49034,49033,49029,49024,49021,49017,49015,49014,49012,49011,49009,49008,49007,49006,49004,49002,49001,48933,48917,48915,48912,48911,48910,48906,48895,48892,48872,48864,48854,48842,48841,48840,48838,48831,48827,48825,48823,48821,48819,48815,48813,48809,48807,48757,48747,48746,48734,48724,48722,48708,48655,48649,48638,48637,48626,48623,48616,48614,48609,48607,48604,48603,48602,48601,48554,48553,48551,48532,48529,48519,48509,48507,48506,48505,48504,48503,48502,48473,48464,48463,48462,48460,48458,48457,48451,48449,48442,48439,48438,48437,48436,48433,48430,48429,48423,48421,48420,48418,48417,48415,48411,48397,48317,48316,48315,48314,48313,48312,48310,48306,48243,48242,48240,48239,48238,48236,48235,48234,48233,48230,48229,48228,48227,48226,48225,48224,48223,48221,48219,48218,48217,48216,48215,48214,48213,48212,48211,48210,48209,48208,48207,48206,48205,48204,48203,48202,48201,48198,48197,48195,48193,48192,48191,48190,48189,48188,48187,48186,48185,48184,48183,48182,48180,48179,48178,48177,48176,48174,48173,48170,48169,48168,48167,48166,48164,48162,48161,48160,48159,48158,48157,48154,48152,48150,48146,48145,48144,48141,48140,48138,48137,48135,48134,48133,48131,48130,48128,48127,48126,48125,48124,48122,48120,48118,48117,48111,48109,48108,48105,48104,48103,48101,48096,48095,48094,48093,48092,48091,48089,48088,48082,48081,48080,48066,48065,48062,48051,48050,48048,48047,48045,48044,48043,48042,48041,48038,48036,48035,48026,48021,48015,48005",,,,,,Provided by Advertiser,en,,,,web_view_url:https://progressmichigan.actionkit.com/signup/be-poll-worker-MichiganVoting-branded?source=SnapchatAd,3000,GET PAID ON ON ELECTION DAY . BE A POLL WORKER .
2022,d365c7b4214be5ba3975d9b13896d80f05456d5b9fcac8cdd353cb95c49a12db,https://www.snap.com/political-ads/asset/884845cea3251e7a78edd78ea14a077add8530868025894df555abbd01dffaa3?mediaType=png,USD,337,58886,2022/04/20 04:34:11Z,2022/05/14 06:59:59Z,Open Hand Media,"235 E. Broadway, Suite 320, Long Beach, CA,Long Beach,90803,US",Planned Parenthood,Planned Parenthood,,,,,FEMALE,18-29,united states,,,,,latitude 33.68541847780027;longitude -117.80674176040587;radius 18.73,,,,,,,,"Arts & Culture Mavens,Advocates & Activists,Philanthropists",,Provided by Advertiser,,,,,web_view_url:https://bansoffabortion.org/,5737,"BANS OFF ABORTION RALLY MAY 14 , 2022 10AM Centennial Regional Park Santa Ana , CA BansOffAbortion.org BANS OFF ABORTION PLANNED PARENTHOOD"
2020,fe47036738b8c33338179d3e3757122001663e69a794c21c719a174c4cab1d53,https://www.snap.com/political-ads/asset/661c95b463e773821c3dbeb4a64ef2f9fd4fb1a09094e524395ce56e2248d7e8?mediaType=png,USD,55,16806,2020/10/20 16:30:00Z,2020/10/26 16:00:00Z,League of Women Voters of California,US,,League of Women Voters of CA,,,,,,18-24,united states,,,,,latitude 35.337937499999995;longitude -119.03389200000001;radius 6.0,,,,,,,,"Advocates & Activists,Collegiates,Hip-Hop Music Fans",,Provided by Advertiser,"en,es",,,,,2689,"YOUNG , NOT DUMB WE'RE VOTING WE BAKERSFIELD BLM VOTING . ELECT JUSTICE"
2025,618cf4e37e783ac64f409c67bdab26db257739a8d228886e93f2c9b2008d202a,https://www.snap.com/political-ads/asset/ee3c608483967efca51bb321615535e610941b798e50769cd862795c52a2d234?mediaType=png,USD,481,54313,2025/11/04 16:24:42Z,2025/12/11 04:58:00Z,Ben and Jerry s Homemade Inc,"530 Community Drive,South Burlington,05403,US",,Ben & Jerry's,,,,,,18-44,united states,,,,,,,,,,,,,"Advocates & Activists,Green Living Enthusiasts,Hipsters & Trendsetters,Political News Watchers,Philanthropists,Collegiates",,Provided by Advertiser,,,,,web_view_url:https://activism.benjerry.com/page/176505/action/1?utm_source=snapchat&utm_medium=paidsocial&utm_campaign=BJ-WITHIN_Q325_Activism_Conversion&utm_term=ActivismInterests&utm_content=static&utm_objective=convert&utm_root=d&,8289,GET FIRED UP FOR CANNABIS JUSTICE CANNABIS CONVICTIONS TAKE ACTION NOW
2024,8432f3d2f5e3057be7b225610bc21678fdd7e45da25af2e051e50f1b731e150f,https://www.snap.com/political-ads/asset/f47b51f69f7dfc2313045033f9b7ea15c78a447d72491d1993f246b7b496cfbb?mediaType=png,USD,16,2798,2024/10/11 13:17:53Z,2024/11/06 04:59:59Z,Feel Good Action,"1000 N Alameda St, Suite 240,Los Angeles,90012,US",,The Civics Center,,,,,FEMALE,15-20,united states,Virginia,,,,,,,,,,,,,,Provided by Advertiser,en,,,,web_view_url:https://www.thecivicscenter.org/hellovoters/?tv-r=snap_graphic_8_va,8024,"Ready ahead of time : preregistered Ready ahead of time : preregistered Hello All done ! I'm preregistere VOTERS preregistered , no big deal I'm PREREGISTERED ! ▼ Future voter right here ! People under 18 are preregistering to vote in record numbers . I preregistered , did you ?? = Don't get FOMO . Preregister to vote . Preregistered to make a change ! stered , y'all ! Let's get voting Just did it , voter pr Yo , I'm on the voter list ! Preregistered * he first step to voting ! I'm on the voter list already"
2024,f66af94529a35f707fe3846561fb38a23d02b36b98ce522820c683355bba2988,https://www.snap.com/political-ads/asset/a076caa60f0fa96e65ec246ad0af555c76ce1547e89ca656288e29f5056797d2?mediaType=png,USD,335,67057,2024/08/01 20:59:14Z,2024/11/06 04:59:00Z,Mary Peltola for Congress,US,Mary Peltola,Mary Peltola for Congress,,,,,,18+,united states,Alaska,,,,,,,,,,,,,,Provided by Advertiser,,,,,web_view_url:https://marypeltola.com/he-outsourced-jobs-india?utm_source=Snapchat&utm_medium=Ads,7564,"He's The Evidence Is Clear : HIN IT FOR HIMSELF . HE OUTSOURCED JOBS to India . "" SCAMMER "" NICK BEGICH HI Don't Leave It to Chance : SEE MORE Only YOU Can Stop Him . Take Action with Mary Peltola for CONGRESS"
2022,2565ef3df4494a527d53f7d661d9c659019ae71255d9246653940bfc5af5e8a1,https://www.snap.com/political-ads/asset/d586b0ddc3e6aaba19977a214e95ee67de7c1362c88b56a6fb516b4d50d38822?mediaType=png,USD,3187,833095,2022/09/08 22:00:10Z,2022/11/09 04:59:00Z,Marketing Doctor Inc,"55 Damon Rd Suite 1,Northampton,01060,US",,"Middlesex County, NJ",,,,,,18+,united states,,,,,,,,,"08854,08901,08861,08831,08816,08817,08902,08857,08820,07747,07008,07080,08859,08852,07095,08830,08872,07067,08536,08879,07735,07001,08837,08840,08882,08904,08812,08846,08863,08824,08512,08884,08850,08810,07064,07721,07077,08832,08828,08933,08818,08855,08862,08871,08899,08903,08906,08989",,,,,,Provided by Advertiser,en,,,,web_view_url:https://middlesexcountynj.gov/vote,6031,VOTE IN PERSON RSON VOTE BY MAI AIL VOTE EARLY VO Y VOTEIN PERSON ROOM VOTE BY MAI SO VOTE BY MAIL IL VOTE EARLY VOT VOTE IN PERSON AIL VOTE EARLY VO Y VOTE IN PERSON RSON VOTE BY MAI AIL VOTE EARLY VO Y VOTE IN PERSON RSON VOTE BY MAI AIL VOTE EARLY VO
2024,f583bc7173bf2cd3a45668c20fe87b237f6665a01ec55a0f2ee7e699fde1a7c5,https://www.snap.com/political-ads/asset/5684d585855a1470f102694e5bcf2d8010e49f07cdbbfc27d6307db92938e3fc?mediaType=png,USD,12,1524,2024/05/09 18:21:11Z,,Democratic National Committee,"131 16th Street NE,Washington,20003,US",,Democratic National Committee,,,,,,18+,united states,Pennsylvania,,,,,,,,,,,,Advocates & Activists,,Provided by Advertiser,,,,,web_view_url:https://democraticnationalcommittee.applytojob.com/apply/8Qh6jXZIcO/Organizer?source=Snapchat_PA_interesttargeting,7624,PENNSYLVANIA The Democratic Party is hiring organizers in Pennsylvania to help elect Democrats up and down the ballot APPLY NOW → PAID FOR BY THE DEMOCRATIC NATIONAL COMMITTEE . WWW.DEMOCRATS.ORG . THIS COMMUNICATION IS NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE'S COMMITTEE HISTORY VOTE DEMOCR CH DEMOCRAT Vote
2022,40c45b6a8dd00817e6f7357e236be1b921ef2104d47d398efb75e445c0e76056,https://www.snap.com/political-ads/asset/3ff6ab74874e26af7ba88222255c71192399e8adc10d2425e60083cbd0729285?mediaType=png,USD,36,6290,2022/08/22 16:31:33Z,2022/09/29 03:59:00Z,Precision [TEST],"1121 14th Street NW Suite 700,Washington,20005,US",,MSEA,,,,,,18+,united states,Maryland,,,,,,,,,,,,,,,,,,,web_view_url:https://secure.ngpvan.com/pOUSg6eOtUOdAxjgKdWFYw2,5285,MARYLAND STATE EDUCATION ASSOCIATION SPEAK UP ! EDUCATION SUPPORT STAFF DESERVE A BILL OF RIGHTS JOIN HERE >> BLONDE GREX JETERSON SAINTS PAID FOR BY MARYLAND STATE EDUCATION ASSOCIATION
2020,e91025878eba97b2e56488f168a4a5efc7a98af13e18b8069e5428e9fd6e1b65,https://www.snap.com/political-ads/asset/4c034fde0fba59a8c8bc9cea412c51f5d7f240e235a8a0dc009189c64aed330c?mediaType=png,USD,4542,1568430,2020/07/28 18:35:00Z,,Chong and Koster,"1707 L St NW Suite 950,Washington,20036,US",,Voter Participation Center,,,,,,18-45,united states,Missouri,,,,,,,,,,,,,,,,,,,web_view_url:https://register.vote.org/?partner=243304&campaign=CK-VPC-OVR20-SC-VDO.C02-MO-LALPIXEL-BO-18.45p-C01_T01_D00_P01,1181,SWIPE UP TO REGISTER TO VOTE IN THE PRESIDENTIAL ELECTION ! DIVIDED WE FALL LEX ESTO POPULI SUPREMA MDCCCXX
2022,47a80ddca7f302b1d18e887d164fe7af8152f4065091498fa8474425f878cf17,https://www.snap.com/political-ads/asset/c0203d30c62c2bc02606b509c656f2781c287adc4af248ecebb47bf54cfce138?mediaType=png,USD,33,14422,2022/05/05 21:00:00Z,2022/05/17 23:59:59Z,Color of Change PAC,"1714 Franklin St,Oakland,94612,US",Damon Chetson,Color of Change PAC,,,,,,18+,united states,,,,,,,,,"27587,27610,27603,27529,27519,27616,27526,27606,27604,27513,27615,27613,27502,27612,27511,27560,27609,27539,27614,27540,27545,27607,27597,27591,27617,27523,27518,27592,27522,27608,27601,27605,27571,27562,27697,27512,27588,27602,27611,27620,27619,27622,27621,27624,27623,27626,27625,27628,27627,27634,27629,27636,27650,27640,27658,27656,27668,27661,27676,27675,27695,27690,27698,27699,27635",,,,,,,,,,,web_view_url:https://votingwhileblack.com/ballot/?utm_source=sh_ads_gotv_stage1_hplpbvoters_lal_wakecounty_listcreative_snap,5508,Damon Chetson IS COMMITTED TO THE SAFETY OF BLACK COMMUNITIES Supports comprehensive mental health care Holds violent police accountable Prioritizes offenses that pose an actual threat to public health and safety For more information visit : Voting WhileBlack.com COLOR OF CHANGE PAC
2025,4224f286b02ea1ea280db6fb8a9982d3d6fd4a94473c7911e222d230eb9541a8,https://www.snap.com/political-ads/asset/a78752f90ed8325dad14388a3b9cc0d67a34b58bc79fed76e6fb203db988eef6?mediaType=png,USD,30,1082,2025/02/04 08:52:24Z,,"Baitulmaal, Inc.",US,,"Baitulmaal, Inc.",,,,,,18+,united states,,,,,,,,,,,,,,,,en,,,,web_view_url:https://baitulmaal.org/pre-ramadan-food-packages-2025/?utm_source=Snapchat&utm_campaign=pre_ram_2025_{{campaign.name}}&utm_content={{ad.id}},8894,baitulmaal RAMADA SYRIA 25 محتويات السلة tat ه دار به نوبات السلة أو ملة 2 ملاق الحوار الواعية رقم الشكاوي : 6457217 רפיקה C LAST RAMADAN YOU FED 14M + FAMILIES IN NEED COMPASSION IN EVERY PACKAGE DONATE FOOD PACKAGES TUL ! baitulmaal
2020,47493b5b24d0f8de3ddfb670e1a43637f31b5f11964ab3794e4f94cd5a3d95de,https://www.snap.com/political-ads/asset/04d4fe5b46f8919db74c4a00260402d3fd01468a517e6e67152fd01282d3f6e9?mediaType=png,USD,146,26975,2020/10/27 18:00:00Z,2020/11/04 07:59:59Z,League of Women Voters of California,US,,League of Women Voters of CA,,,,,,18-24,united states,,,,,"latitude 32.708912;longitude -117.086002;radius 12.0,latitude 32.626314;longitude -117.092953;radius 6.0",,,,,,,,"Advocates & Activists,Collegiates,Hip-Hop Music Fans",,Provided by Advertiser,"en,es",,,,,2229,When I vote . I will VOTE LWV LEAGUE OF WOMEN VOTERS OF CALIFORNIA
2024,aa717539b0451cd367ed1f2bc38e9d566a3d25d7a3b80fcb38ba85c532a958a6,https://www.snap.com/political-ads/asset/03ce4a1866679e0bbd61963d312dca1740483c47ff9da16bbff66bcb290dacd2?mediaType=png;https://www.snap.com/political-ads/asset/b79b33111d47e0c6368865438cd7aef27d151b04dc192893b69f01da7231887c?mediaType=png;https://www.snap.com/political-ads/asset/f394cb7e38ae97271caa21615e92cf9b4c0eddef3d0546eea7e040a26b9c4432?mediaType=png;https://www.snap.com/political-ads/asset/436e3386a3621732e03bfa6d56b450ac201dcd12386da49d7a546f2b3ef39ae9?mediaType=png;https://www.snap.com/political-ads/asset/64828a464733d41acf071a7e261a46ed59a6471ded80378fc650855ae1ec4201?mediaType=png;https://www.snap.com/political-ads/asset/cbce2044a0d1073787890ab55f10faae7323f93434c8bb45e3d833ec368c09bb?mediaType=png,USD,5,317,2024/08/28 04:00:35Z,2024/10/08 03:59:00Z,Voter Formation Project,"712 H St NE PMB 41,Washington,20002,US",,Voter Formation Project,,,,,,18+,united states,Arizona,"Alabama,Alaska,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming",,,,,,,,,,,,,,en,,,,,6680,
2020,aa44cdc1b559285844c90928c9574dd28999109111421d2f5d61cdd2b6676063,https://www.snap.com/political-ads/asset/d735fc9a15d72c0e2ace54fc6062e7b8640aa59b0f98a3c6f503ff95e573b0c0?mediaType=png,USD,179,29341,2020/08/07 21:33:05Z,2020/09/01 03:59:59Z,ACRONYM,US,,ACRONYM,,,,,,18+,united states,,,,,,,,,,,,,,,,,,,,web_view_url:https://www.peoplespowergrab.org/register?utm_source=snap&utm_medium=paid-cnv&utm_campaign=ete-rg-if&utm_term=mi-uaa-cl&utm_content=FACFE229,2908,Vi E REGISTER to to OTE today PEOPLE'S POWER GRAB
2021,b3abb18ec2e669e6079bd10b4194390f2d8c971d4956be733e47158bcacd5f97,https://www.snap.com/political-ads/asset/949653752f8dcb6da4a3f953c4cdbf5921b5f9c4a08bfb94eb4e32d181b3909b?mediaType=png,USD,66,6851,2021/07/09 17:37:04Z,2021/10/01 03:59:59Z,Bully Pulpit Interactive,"1445 New York Ave NW,Washington,20005,US",,American Civil Liberties Union,,,,,,18+,united states,,,,,,,,,,,,,Advocates & Activists,,,,,,,web_view_url:https://action.aclu.org/signup/pm-alternatives-to-policing-now?&utm_medium=pm&utm_source=snap&utm_campaign=nat-dig-pm-lb-bpi&utm_content=snap-social-criminallaw-mhealth_advocacy_05072021&utm_term=&initms_aff=nat&initms_chan=pm&initms=nat-dig-pm-lb-bpi-snap-social-criminallaw-mhealth_advocacy_05072021&ms_aff=nat&ms_chan=pm&ms=nat-dig-pm-lb-bpi-snap-social-criminallaw-mhealth_advocacy_05072021=,3885,ACLU MENTAL HEALTH CARE NOT COPS ! I AGREE Γ
2022,e463e03512c69d56ecbca1fccd5db92a1a626a216150128fe08fc8f8c02b54bd,https://www.snap.com/political-ads/asset/8be2ebecf24d346242f1f65cd33909a35b87cac2aec97b2a873fc6fc0ce83ad9?mediaType=png,USD,18,1763,2022/10/11 14:00:07Z,2022/11/08 21:00:00Z,AL Media,"222 W Ontario, Suite 600,,Chicago,60654,US",One Georgia,"One Georgia, Inc.",,,,,,18+,united states,Georgia,,,,,,,,,,,,,,,,,,,web_view_url:https://staceyabrams.com/voting/,5165,"Ve ea IS V GOOD NEWS ! IF YOU VOTE EARLY , YOU CAN VOTE IN ANY LOCATION IN YOUR COUNTY . ABRAMS GOVERNOR Find out where and when you can cast your ballot during Early Vote Oct 17 through Nov 4 at Staceyabrams.com/voting M Paid for by One Georgia Inc. QUESTIONS ABOUT VOTING ? Text or call the Georgia Voter Protection Hotline at 888-730-5816 ."
